STN---,WBAN,YEARMODA,TEMP,Unnamed: 4,DEWP,Unnamed: 6,SLP,Unnamed: 8,STP,Unnamed: 10,VISIB,Unnamed: 12,WDSP,Unnamed: 14,MXSPD,GUST,MAX,MIN,PRCP,SNDP,FRSHTT
10010,99999,20200621,44.4,24,42.0,24,1017.2,24,1016.0,24,13.1,6,4.1,24,7.6,16.1,48.7,40.8,99.99,999.9,110000
10010,99999,20200622,43.7,24,42.3,24,1010.5,24,1009.3,24,5.3,6,3.7,24,7.4,21.4,51.3*,40.3,0.05G,999.9,110000
10010,99999,20200623,41.5,24,40.7,24,1008.6,24,1007.4,24,2.4,6,8.5,24,14.6,18.6,43.7,39.4,0.10G,999.9,110000
10010,99999,20200624,40.7,24,40.3,24,1013.6,24,1012.4,24,1.3,6,8.7,24,14.8,17.7,42.4,38.5*,0.06G,999.9,110000
10010,99999,20200625,44.4,24,42.0,24,1012.1,24,1011.0,24,11.6,6,5.5,24,16.1,23.3,52.2,40.5*,0.13G,999.9,110000
10010,99999,20200626,41.1,24,39.4,24,1021.0,24,1019.8,24,13.0,6,5.5,24,10.5,14.4,43.7,37.4*,0.00G,999.9,100000
10010,99999,20200627,42.4,24,41.4,24,1022.4,24,1021.2,24,11.0,6,8.9,24,11.1,14.2,43.2,41.7,0.00G,999.9,10000
10010,99999,20200628,42.6,24,40.1,24,1022.8,24,1021.6,24,8.6,6,9.3,24,15.7,21.6,45.7,40.8,0.09G,999.9,110000
10010,99999,20200629,38.8,24,35.3,24,1024.0,24,1022.8,24,12.3,6,11.6,24,20.2,25.8,44.6,33.3*,0.00G,999.9,0
10010,99999,20200630,33.8,24,31.2,24,1017.0,24,1015.8,24,11.9,6,23.4,24,26.0,34.2,39.4,31.8,0.00G,999.9,0
10010,99999,20200701,35.2,24,32.3,24,1009.5,24,1008.3,24,13.8,6,22.9,24,26.6,35.2,40.3,32.5,0.00G,999.9,100000
10010,99999,20200702,41.1,24,31.4,24,1007.2,24,1006.0,24,26.9,6,10.8,24,24.7,30.3,46.9,34.2,0.00G,999.9,10000
10010,99999,20200703,36.4,24,32.4,24,1006.5,24,1005.3,24,15.7,6,5.3,24,9.5,13.2,45.5,33.6,0.00G,999.9,110000
10010,99999,20200704,35.6,24,33.0,24,1002.1,24,1000.9,24,8.1,6,13.6,24,24.1,28.0,38.3,33.4,0.00G,999.9,10000
10010,99999,20200705,38.7,24,36.7,24,1001.8,24,1000.6,24,9.5,6,19.4,24,24.7,36.9,41.0*,35.1,0.16G,999.9,10000
10010,99999,20200706,36.0,24,33.9,24,1004.8,24,1003.6,24,7.1,6,24.0,24,27.2,39.6,41.2,34.2,0.17G,999.9,10000
10010,99999,20200707,36.3,24,35.0,24,1003.9,24,1002.7,24,3.4,6,23.1,24,34.2,43.1,38.3,34.9,0.21G,0.4,10000
10010,99999,20200708,35.8,24,33.9,24,995.1,24,993.9,24,2.3,6,19.0,24,30.3,41.4,39.2*,34.3,0.36G,999.9,11000
10010,99999,20200709,40.6,24,39.5,24,998.5,24,997.4,24,8.6,6,20.1,24,28.9,41.4,42.8,35.4,0.11G,999.9,110000
10010,99999,20200710,40.1,24,38.7,24,1005.6,24,1004.4,24,3.4,6,23.7,24,27.4,38.1,42.8,38.5*,0.01G,999.9,100000
10010,99999,20200711,38.9,24,36.9,24,1008.6,24,1007.4,24,3.2,6,23.6,24,31.3,37.7,41.0,37.8,0.02G,999.9,110000
10010,99999,20200712,42.3,24,38.2,24,1014.1,24,1012.9,24,37.3,6,5.8,24,13.4,17.9,43.7*,37.4,0.00G,999.9,0
10010,99999,20200713,42.4,24,40.3,24,1018.5,24,1017.3,24,22.8,6,7.3,24,11.7,13.4,44.2,39.9,0.00G,999.9,0
10010,99999,20200714,43.3,24,41.4,24,1018.7,24,1017.5,24,18.4,6,5.5,24,12.2,15.0,44.2,42.3,0.00G,999.9,10000
10010,99999,20200715,44.3,24,43.0,24,1014.5,24,1013.3,24,6.1,6,2.7,24,4.9,12.0,45.9*,42.6,0.00G,999.9,100000
10010,99999,20200716,44.0,24,41.6,24,1007.5,24,1006.3,24,8.9,6,11.0,24,23.7,32.2,45.9,42.3,0.00G,999.9,100000
10010,99999,20200717,45.8,24,44.2,24,996.9,24,995.8,24,3.1,6,11.0,24,31.7,39.4,47.1,43.3,0.35G,999.9,110000
10010,99999,20200718,44.5,24,41.5,24,1000.2,24,999.1,24,6.0,6,8.0,24,19.4,24.5,49.5,41.0*,0.00G,999.9,100000
10010,99999,20200719,45.6,24,42.5,24,1003.9,24,1002.8,24,16.6,6,11.7,24,20.6,32.8,51.8,40.3,0.00G,999.9,100000
10010,99999,20200720,40.7,24,39.2,24,1008.4,24,1007.2,24,1.0,6,23.2,24,29.1,37.3,46.9,38.7*,0.01G,999.9,110000
10010,99999,20200721,39.6,24,37.4,24,1011.5,24,1010.3,24,7.1,6,22.8,24,28.0,35.5,42.6,36.7*,0.12G,999.9,110000
10010,99999,20200722,38.6,24,35.6,24,1014.5,24,1013.3,24,9.5,6,11.3,24,21.4,26.2,42.1,36.3,0.04G,999.9,10000
10010,99999,20200723,40.9,24,37.1,24,1016.1,24,1014.9,24,9.7,6,5.3,24,12.0,18.3,44.6,37.6,0.00G,999.9,100000
10010,99999,20200724,43.0,24,40.3,24,1015.7,24,1014.5,24,22.8,6,9.1,24,17.3,23.5,48.9,38.5,0.01G,999.9,10000
10010,99999,20200725,39.1,24,37.4,24,1011.8,24,1010.6,24,6.2,6,20.1,24,27.0,40.2,42.8,37.4,0.00G,999.9,110000
10010,99999,20200726,42.1,24,39.6,24,1005.3,24,1004.1,24,15.4,6,18.4,24,40.8,54.2,49.3,36.9,0.03G,999.9,110000
10010,99999,20200727,45.0,23,43.0,23,1005.6,23,1004.4,23,8.6,6,5.5,23,29.7,35.9,49.6,43.2*,0.00G,999.9,110000
10010,99999,20200728,43.5,24,41.6,24,1003.4,24,1002.2,24,3.3,6,17.0,24,35.4,46.4,46.4,41.5,0.41G,999.9,110000
10010,99999,20200729,42.3,24,41.0,24,1010.6,24,1009.4,24,2.8,6,3.7,24,6.2,30.1,45.0,41.4*,0.04G,999.9,100000
10010,99999,20200730,42.9,24,40.2,24,1015.1,24,1013.9,24,18.7,6,9.3,24,20.4,29.5,46.2,41.2*,0.00G,999.9,100000
10010,99999,20200731,41.0,24,38.7,24,1017.7,24,1016.5,24,15.8,6,8.9,24,17.9,28.0,43.0,39.2,0.00G,999.9,10000
10010,99999,20200801,45.4,24,44.5,24,1007.7,24,1006.5,24,2.2,6,13.4,24,19.2,27.6,47.3,40.8,0.06G,0.4,110000
10010,99999,20200802,43.7,24,43.0,24,1007.4,24,1006.2,24,0.3,6,3.9,24,9.1,17.1,44.8,42.3*,0.45G,999.9,100000
10010,99999,20200803,46.7,24,45.6,24,1006.0,24,1004.9,24,2.2,6,3.4,24,16.1,26.0,49.8,42.4,0.11G,999.9,110000
10010,99999,20200804,45.7,24,44.7,24,1001.6,24,1000.5,24,5.1,6,3.6,24,9.5,12.0,47.5*,44.1,0.01G,999.9,10000
10010,99999,20200805,45.7,24,45.0,24,1003.6,24,1002.4,24,1.2,6,4.0,24,11.1,14.8,46.8,42.8*,0.09G,999.9,110000
10010,99999,20200806,46.6,24,45.1,24,1007.0,24,1005.9,24,16.6,6,6.5,24,12.4,16.3,48.6,42.3,0.00G,999.9,10000
10010,99999,20200807,45.3,24,44.8,24,1008.1,24,1006.9,24,0.9,7,10.9,24,21.4,26.0,47.8,43.7*,0.04G,0.4,110000
10010,99999,20200808,44.1,24,43.5,24,1005.4,24,1004.3,24,2.0,6,11.2,24,16.9,19.8,45.5*,41.0,0.46G,999.9,100000
10010,99999,20200809,42.5,24,40.4,24,1012.6,24,1011.4,24,10.9,6,7.7,24,19.4,24.5,46.2,39.9,0.01G,999.9,10000
10010,99999,20200810,44.1,24,43.8,24,1016.0,24,1014.8,24,0.6,7,10.1,24,17.5,18.5,45.5*,43.0*,0.03G,999.9,110000
10010,99999,20200811,43.9,24,43.7,24,1019.0,24,1017.8,24,0.2,6,9.4,24,15.7,17.9,45.9*,42.3*,0.01G,999.9,110000
10010,99999,20200812,43.4,22,43.2,22,1015.1,22,1013.9,22,0.3,6,8.2,22,15.2,18.8,45.3,41.0*,0.07G,999.9,110000
10010,99999,20200813,43.3,24,42.5,24,1003.3,24,1002.2,24,6.0,7,9.7,24,15.2,20.0,45.1,38.8,0.04G,999.9,10000
10010,99999,20200814,41.7,24,37.5,24,988.9,22,987.8,22,7.4,6,21.8,24,32.2,49.0,44.8,38.7,0.73G,999.9,10000
10010,99999,20200815,39.4,24,36.3,24,1003.9,24,1002.7,24,9.0,6,19.7,24,28.7,49.1,42.8,37.6,0.02G,999.9,10000
10010,99999,20200816,40.8,24,37.4,24,1020.5,24,1019.3,24,21.1,6,9.5,24,23.3,32.2,45.0,37.8*,0.01G,999.9,110000
10010,99999,20200817,44.0,24,39.3,24,1012.7,24,1011.5,24,17.2,7,8.6,24,32.1,39.0,50.9*,37.8*,0.00G,999.9,100000
10010,99999,20200818,38.9,24,36.7,24,1011.4,24,1010.2,24,7.9,6,18.5,24,34.0,42.9,50.7,36.9*,0.02G,999.9,110000
10010,99999,20200819,38.8,24,36.8,24,1011.2,24,1010.0,24,7.0,6,15.6,24,23.5,36.3,40.5,37.6,0.04G,999.9,10000
10010,99999,20200820,40.5,24,37.5,24,1011.1,24,1009.9,24,13.3,6,8.5,24,22.0,28.9,46.0,37.0,0.01G,999.9,100000
10010,99999,20200821,38.8,24,36.0,24,1009.9,24,1008.7,24,23.5,7,9.2,24,15.0,21.6,41.0*,37.8,0.00G,999.9,0
10010,99999,20200822,39.5,24,36.9,24,1004.7,24,1003.5,24,17.5,6,17.7,24,27.4,37.5,41.2,37.9,0.00G,999.9,110000
10010,99999,20200823,39.7,24,36.8,24,1006.4,24,1005.2,24,10.3,6,21.3,24,26.0,34.6,41.0*,38.7,0.03G,999.9,10000
10010,99999,20200824,40.1,24,37.0,24,1008.2,24,1007.0,24,25.4,6,18.8,24,24.9,34.8,43.9,36.9*,0.01G,999.9,0
10010,99999,20200825,36.6,24,34.0,24,1009.8,24,1008.6,24,17.2,7,4.5,24,11.5,23.5,39.6,35.2*,0.00G,999.9,0
10010,99999,20200826,39.5,24,35.2,24,1009.3,24,1008.1,24,15.2,6,8.0,24,17.3,26.6,44.6,34.9,0.00G,999.9,0
10010,99999,20200827,41.5,24,33.4,24,1010.2,24,1009.0,24,21.7,6,5.8,24,17.9,23.7,44.2,37.8,0.00G,999.9,100000
10010,99999,20200828,40.9,24,34.7,24,1010.9,24,1009.7,24,28.5,6,7.3,24,20.6,26.0,44.6*,36.1,0.00G,999.9,100000
10010,99999,20200829,38.3,24,31.9,24,1014.1,24,1012.9,24,28.0,7,13.5,24,18.3,32.6,44.6,37.0,0.00G,999.9,0
10010,99999,20200830,41.5,24,36.1,24,1006.5,24,1005.3,24,21.3,6,13.2,24,23.7,30.5,44.8,38.7,0.00G,999.9,10000
10010,99999,20200831,38.0,24,35.3,24,1008.9,24,1007.7,24,18.3,6,9.1,24,18.6,24.9,43.3,35.2,0.02G,999.9,10000
10010,99999,20200901,43.3,24,42.8,24,998.0,24,996.9,24,0.5,6,8.1,24,15.9,24.5,44.4,37.6,0.55G,0.8,10000
10010,99999,20200902,42.5,24,42.2,24,994.3,24,993.2,24,0.2,7,5.9,24,11.7,16.7,44.6,39.7,0.83G,999.9,110000
10010,99999,20200903,41.3,24,39.7,24,991.2,24,990.1,24,6.3,6,27.4,24,32.1,44.3,46.0,38.1,0.00G,999.9,110000
10010,99999,20200904,39.2,24,37.6,24,999.9,24,998.7,24,3.6,6,26.4,24,34.0,45.8,42.3,37.8,0.11G,999.9,10000
10010,99999,20200905,37.3,24,34.6,24,1005.2,24,1004.0,24,8.8,6,20.9,24,30.9,38.5,38.7,36.3,0.12G,999.9,10000
10010,99999,20200906,38.2,24,35.8,24,1005.7,24,1004.5,24,15.2,7,6.2,24,12.0,14.4,42.1,34.7,0.00G,999.9,10000
10010,99999,20200907,42.5,24,40.4,24,983.0,24,981.9,24,8.3,6,18.4,24,28.7,44.7,46.6,40.3,0.12G,0.4,10000
10010,99999,20200908,39.5,24,37.5,24,984.3,24,983.2,24,4.4,6,17.0,24,33.4,49.9,44.8,34.7,0.21G,999.9,110000
10010,99999,20200909,36.9,24,34.6,24,994.5,24,993.4,24,2.2,6,26.6,24,33.2,48.8,38.8,34.7,0.73G,1.6,10000
10010,99999,20200910,34.3,24,30.8,24,1001.8,24,1000.6,24,9.4,7,15.0,24,28.7,42.2,36.5,32.7,1.41G,999.9,11000
10010,99999,20200911,38.8,24,36.2,24,995.4,24,994.3,24,26.4,6,14.0,24,25.8,40.2,42.6,34.5,0.01G,999.9,11000
10010,99999,20200912,39.4,24,38.1,24,991.0,24,989.9,24,2.4,6,27.2,24,33.8,50.1,41.2,38.5,0.02G,999.9,10000
10010,99999,20200913,36.5,24,32.9,24,1002.4,24,1001.2,24,12.1,6,25.0,24,28.9,45.3,39.9,33.1,0.34G,999.9,10000
10010,99999,20200914,34.4,23,29.9,23,1016.7,23,1015.5,23,16.0,7,14.2,23,21.8,33.6,36.3,33.1,0.00G,999.9,11000
10010,99999,20200915,36.0,23,32.4,23,1020.9,23,1019.7,23,21.0,6,7.3,23,13.0,17.3,40.8,31.1,0.00G,999.9,11000
10010,99999,20200916,39.1,24,37.2,24,1018.0,24,1016.8,24,10.8,6,12.5,24,19.6,25.8,42.3,35.4,0.21G,999.9,10000
10010,99999,20200917,41.5,24,39.7,24,1000.2,24,999.1,24,5.3,6,13.5,24,21.4,32.4,44.2,37.4,0.19G,999.9,10000
10010,99999,20200918,34.1,24,30.1,24,1008.4,24,1007.2,24,17.4,7,9.0,24,18.3,39.6,43.9,29.8,0.04G,999.9,10000
10010,99999,20200919,39.2,24,36.9,24,1002.7,24,1001.6,24,9.5,7,8.3,24,19.2,27.6,43.7,29.8,0.09G,0.4,10000
10010,99999,20200920,34.9,24,31.1,24,989.5,24,988.4,24,6.7,6,9.9,24,30.7,40.2,42.8,31.5,0.27G,999.9,11000
10010,99999,20200921,33.4,24,30.3,24,985.9,24,984.7,24,6.6,6,21.2,24,35.4,47.0,36.5,31.1,0.01G,999.9,11000
10010,99999,20200922,33.7,23,30.2,23,995.1,23,993.9,23,6.8,4,14.7,23,27.6,40.0,34.9,32.2,0.09G,999.9,11000
10010,99999,20200923,35.3,24,33.5,24,995.1,24,993.9,24,999.9,0,20.7,24,33.2,45.6,37.8,32.9,0.00G,999.9,10000
10010,99999,20200924,33.6,24,25.9,24,1008.9,24,1007.7,24,29.6,6,17.7,24,26.2,40.8,34.7,32.5,0.40G,999.9,1000
10010,99999,20200925,33.1,24,24.0,24,1013.2,24,1012.0,24,34.1,6,10.3,24,18.8,28.2,35.4,31.8,0.00G,999.9,1000
10010,99999,20200926,37.1,24,32.6,24,1010.6,24,1009.4,24,12.3,7,11.4,24,17.3,31.7,40.5,31.6,0.05G,999.9,10000
10010,99999,20200927,41.0,24,40.2,24,1006.3,24,1005.1,24,3.5,6,13.6,24,21.4,29.1,41.9,39.9,0.04G,0.8,10000
10010,99999,20200928,40.7,24,39.7,24,999.2,24,998.0,24,4.5,6,10.7,24,18.3,24.7,42.1,39.6,0.98G,0.4,10000
10010,99999,20200929,37.9,24,35.0,24,996.9,24,995.7,24,7.4,6,15.6,24,27.4,41.0,42.1,35.8,1.09G,999.9,10000
10010,99999,20200930,37.7,24,34.7,24,1012.8,24,1011.6,24,15.1,7,11.6,24,18.8,24.7,41.9,35.1,0.02G,999.9,10000
10010,99999,20201001,42.1,24,39.0,24,1016.0,24,1014.8,24,14.7,6,17.2,24,26.8,39.2,44.4,37.9,0.04G,999.9,10000
10010,99999,20201002,41.9,24,41.2,24,1016.0,24,1014.8,24,1.5,6,6.0,24,15.3,22.9,44.8,39.0,0.06G,999.9,100000
10010,99999,20201003,42.6,24,41.7,24,1011.7,24,1010.5,24,3.6,6,6.0,24,13.8,18.8,47.8,39.0,0.02G,999.9,110000
10010,99999,20201004,43.7,24,41.9,24,1013.4,24,1012.2,24,3.6,6,5.9,24,12.6,21.0,49.6,39.7,0.01G,999.9,100000
10010,99999,20201005,44.4,24,42.0,24,1009.1,24,1007.9,24,12.9,6,4.7,24,10.5,18.6,46.0,42.8,0.00G,999.9,0
10010,99999,20201006,43.3,24,41.9,24,1006.8,24,1005.6,24,3.7,6,7.7,24,17.1,21.2,45.7,41.5,0.00G,999.9,110000
10010,99999,20201007,40.9,24,38.8,24,1004.9,24,1003.7,24,5.9,6,7.8,24,23.3,29.5,45.7,37.4,0.03G,999.9,0
10010,99999,20201008,40.6,23,38.3,23,998.7,23,997.5,23,5.0,5,26.8,23,33.4,44.9,48.2,37.8*,0.00G,999.9,100000
10010,99999,20201009,37.3,24,35.8,24,1007.6,24,1006.4,24,2.0,6,28.8,24,32.6,46.0,39.0,35.4,0.02G,999.9,10000
10010,99999,20201010,32.0,24,27.3,24,1023.4,24,1022.2,24,15.5,6,17.6,24,24.5,38.1,36.5,30.0,0.03G,999.9,11000
10010,99999,20201011,30.0,24,24.1,24,1025.8,24,1024.6,24,17.5,6,6.3,24,12.0,18.1,31.6,28.6,0.01G,999.9,1000
10010,99999,20201012,35.1,24,31.2,24,1020.9,24,1019.7,24,20.2,6,9.9,24,17.1,21.6,39.4,30.4,0.00G,999.9,10000
10010,99999,20201013,35.9,24,32.2,24,1018.6,24,1017.4,24,12.8,6,8.4,24,18.1,28.9,39.4,34.0,0.08G,999.9,10000
10010,99999,20201014,34.2,24,32.2,24,1026.5,24,1025.3,24,13.1,6,2.1,22,6.0,23.9,36.7,31.6,0.00G,999.9,0
10010,99999,20201015,40.5,23,35.5,23,1028.8,23,1027.6,23,8.8,6,9.9,23,20.0,26.2,46.8,34.2,0.02G,999.9,100000
10010,99999,20201016,33.9,23,29.3,23,1027.2,23,1026.0,23,7.1,6,21.1,23,28.0,40.6,46.9,27.5,0.00G,999.9,11000
10010,99999,20201017,28.9,24,25.5,24,1034.1,24,1032.9,24,4.7,6,13.8,24,25.1,36.7,30.2*,27.3,0.06G,999.9,10000
10010,99999,20201018,32.0,24,25.8,24,1027.9,24,1026.7,24,25.9,6,7.3,24,16.3,20.2,34.9,27.3,0.02G,999.9,0
10010,99999,20201019,32.1,24,25.8,24,1027.4,24,1026.2,24,9.7,6,9.1,24,12.4,17.9,33.4,30.6,0.00G,999.9,0
10010,99999,20201020,30.1,23,26.0,23,1019.1,23,1017.9,23,11.2,5,8.7,23,13.6,17.5,32.0,26.6,0.02E,999.9,1000
10010,99999,20201021,29.5,24,25.4,24,1012.4,24,1011.2,24,13.9,6,3.2,22,8.7,10.3,34.3,25.0,0.00E,999.9,1000
10010,99999,20201022,30.6,24,27.7,24,1008.5,24,1007.3,24,11.9,6,6.0,24,13.0,17.1,34.3,26.1,0.08G,999.9,100000
10010,99999,20201023,31.7,24,29.1,24,1007.3,24,1006.1,24,14.9,6,5.7,24,11.7,14.0,36.1,26.1,0.00G,999.9,1000
10010,99999,20201024,35.3,23,32.1,23,1007.2,23,1006.0,23,18.1,6,11.9,23,16.9,21.6,37.6,31.8,0.01G,999.9,0
10010,99999,20201025,37.3,24,29.1,24,1005.0,24,1003.8,24,17.6,6,15.8,24,21.8,37.9,38.5,33.8,0.01G,999.9,0
10010,99999,20201026,34.4,24,28.3,24,999.1,24,997.9,24,17.6,6,18.8,24,25.1,37.7,37.4,33.1,0.00G,999.9,0
10010,99999,20201027,32.3,24,27.4,24,999.7,24,998.5,24,8.6,6,16.0,24,21.6,28.4,34.2,30.7,0.01G,999.9,11000
10010,99999,20201028,28.0,17,20.9,17,1003.6,17,1002.4,17,14.7,5,15.2,17,22.5,31.7,31.6,24.6,0.02G,999.9,0
10010,99999,20201030,36.8,9,33.4,9,1000.0,9,998.8,9,999.9,0,19.1,9,23.3,30.1,37.9,34.5,0.00G,999.9,0
10010,99999,20201031,38.3,24,37.1,24,992.8,24,991.7,24,2.2,6,13.8,24,24.1,30.9,39.7,36.5,0.08G,999.9,110000
10010,99999,20201101,39.9,24,38.5,24,976.5,24,975.4,24,2.4,6,21.4,24,33.0,46.2,41.5,37.6,0.09G,0.4,10000
10010,99999,20201102,40.4,24,38.2,24,970.1,24,969.0,24,3.9,6,13.2,24,23.9,30.9,43.3,36.7,0.25G,999.9,10000
10010,99999,20201103,35.4,24,33.3,24,984.1,24,983.0,24,5.3,6,15.4,24,25.3,43.3,39.7,31.8,0.05G,999.9,111000
10010,99999,20201104,33.6,24,31.2,24,986.6,24,985.4,24,6.1,6,18.3,24,26.8,50.9,39.2,30.0,0.09G,999.9,11000
10010,99999,20201105,31.2,23,28.6,23,987.0,23,985.8,23,3.4,6,15.6,23,31.9,54.2,38.3,28.4,0.45G,999.9,11000
10010,99999,20201106,33.5,24,30.8,24,987.9,24,986.8,24,3.8,6,11.4,24,23.5,33.6,37.9,28.0,0.17G,999.9,11000
10010,99999,20201107,28.1,23,23.9,23,1006.8,23,1005.6,23,16.4,6,7.2,23,15.5,23.3,32.7,24.8,0.16G,999.9,1000
10010,99999,20201108,30.4,24,25.3,24,1005.7,24,1004.5,24,6.9,6,18.0,24,24.7,38.7,37.0,22.8,0.24G,999.9,11000
10010,99999,20201109,28.9,24,22.5,24,1021.9,24,1020.8,24,21.7,6,10.9,24,17.9,28.2,37.8,19.9,0.01G,999.9,0
10010,99999,20201110,38.1,24,37.5,24,1006.6,24,1005.4,24,0.7,6,8.7,24,18.6,24.3,41.0,35.8,0.29G,0.4,110000
10010,99999,20201111,37.2,24,35.2,24,990.9,23,989.7,23,1.6,6,17.6,24,39.6,57.1,40.8,32.4*,0.26G,999.9,110000
10010,99999,20201112,32.4,24,29.6,24,995.6,24,994.4,24,6.4,6,4.9,24,12.8,18.1,36.5,29.8,0.37G,999.9,101000
10010,99999,20201113,35.8,24,34.6,24,990.1,24,989.0,24,5.3,6,10.6,24,19.4,25.8,39.6,30.6,0.06G,999.9,110000
10010,99999,20201114,33.6,23,31.8,23,981.1,23,980.0,23,1.0,6,15.5,23,41.6,53.6,39.0,25.3,0.51G,0.4,11000
10010,99999,20201115,23.2,24,14.4,24,1002.3,24,1001.1,24,23.8,6,14.5,24,32.4,45.8,26.8,19.9,0.36G,999.9,0
10010,99999,20201116,22.7,22,13.7,22,1005.7,22,1004.4,22,19.7,6,12.9,22,26.4,43.5,27.5,19.9,0.00G,999.9,0
10010,99999,20201117,25.1,24,15.7,24,1002.4,24,1001.2,24,14.0,6,26.9,24,32.1,47.6,27.9,18.3,99.99,999.9,1000
10010,99999,20201118,19.6,17,7.3,17,1010.9,17,1009.7,17,999.9,0,20.9,17,27.6,47.8,23.2,17.8,0.00I,999.9,0
10010,99999,20201119,25.6,24,15.9,24,1013.6,24,1012.4,24,25.4,6,7.9,24,15.3,30.7,29.8,19.9,0.00I,999.9,0
10010,99999,20201120,32.8,24,28.8,24,1003.0,24,1001.8,24,8.4,6,9.0,24,19.8,27.0,35.8,24.3,0.01E,999.9,10000
10010,99999,20201121,34.0,24,30.2,24,984.9,24,983.8,24,6.1,6,25.9,24,36.1,44.5,37.2,32.4,0.01F,999.9,11000
10010,99999,20201122,29.8,24,26.4,24,998.5,24,997.3,24,5.6,6,13.4,24,22.1,34.2,33.1,25.0,99.99,999.9,1000
10010,99999,20201123,29.0,24,25.5,24,1002.6,24,1001.4,24,6.4,6,5.5,23,12.4,16.1,32.0,25.0,0.14E,999.9,1000
10010,99999,20201124,25.3,24,18.7,24,1005.5,24,1004.3,24,8.3,6,14.8,24,25.8,34.4,30.2,20.7,0.03E,999.9,1000
10010,99999,20201125,20.4,24,12.9,24,1011.1,24,1009.9,24,11.9,6,6.8,24,17.9,26.0,23.5*,17.1,0.01E,999.9,1000
10010,99999,20201126,32.3,24,28.3,24,992.1,24,991.0,24,3.8,6,21.6,24,31.3,40.6,37.0,17.1,0.15E,999.9,11000
10010,99999,20201127,35.4,24,29.6,24,985.1,24,983.9,24,7.4,6,23.7,24,32.2,48.8,37.0,33.6,0.04F,999.9,1000
10010,99999,20201128,32.7,24,26.6,24,995.2,24,994.0,24,8.0,6,20.7,24,32.2,45.8,36.1,24.6,0.01F,999.9,0
10010,99999,20201129,22.3,24,15.3,24,1004.3,24,1003.1,24,10.4,6,13.8,24,20.6,33.2,32.7,20.5,0.01F,999.9,1000
10010,99999,20201130,19.8,24,10.3,24,1012.0,24,1010.8,24,12.9,6,9.3,24,18.5,28.4,21.7,16.5,0.00E,999.9,1000
10010,99999,20201201,27.4,24,24.3,24,999.5,24,998.4,24,7.3,6,18.4,24,33.8,49.7,34.7*,14.9,0.09E,999.9,1000
10010,99999,20201202,28.5,24,27.2,24,983.0,24,981.8,24,0.7,6,28.6,24,46.8,68.4,34.9,21.0,0.42G,999.9,11000
10010,99999,20201203,20.2,24,16.1,24,1010.7,24,1009.5,24,0.6,6,37.9,23,46.4,64.9,22.8,18.1,0.96G,999.9,1000
10010,99999,20201204,19.0,23,10.3,23,1024.9,23,1023.7,23,8.8,6,18.5,23,29.9,44.9,21.6,17.2,0.08G,999.9,0
10010,99999,20201205,22.6,24,16.3,24,1018.6,24,1017.4,24,11.1,6,11.0,24,21.6,35.0,29.8*,12.9,0.01G,999.9,1000
10010,99999,20201206,30.0,24,24.6,24,1012.2,24,1011.0,24,6.0,6,14.9,24,21.4,35.2,32.0,27.7,0.08G,999.9,1000
10010,99999,20201207,26.3,24,22.6,24,1018.5,24,1017.3,24,12.7,6,3.8,24,9.9,18.8,32.0,21.4,0.07G,999.9,1000
10010,99999,20201208,30.5,24,27.1,24,1016.4,24,1015.2,24,14.4,6,7.0,24,11.5,14.6,33.3,25.0,0.04G,999.9,1000
10010,99999,20201209,29.2,24,26.6,24,1008.5,24,1007.3,24,9.8,6,2.9,23,5.8,999.9,31.8,24.6,0.07G,999.9,111000
10010,99999,20201210,33.5,22,29.5,22,1005.5,22,1004.3,22,7.2,6,12.5,22,22.3,28.9,36.3,28.8,0.01G,999.9,11000
10010,99999,20201211,36.6,24,34.6,24,1010.0,24,1008.8,24,3.2,6,3.0,24,14.8,19.4,38.5,34.9,0.21G,999.9,10000
10010,99999,20201212,33.9,24,30.7,24,1017.7,24,1016.5,24,7.8,6,5.8,24,10.5,14.6,38.5,31.8,0.00G,999.9,0
10010,99999,20201213,31.5,24,27.0,24,1020.4,24,1019.2,24,10.4,6,6.3,24,13.6,15.5,33.4,28.0,0.00G,999.9,0
10010,99999,20201214,29.5,24,25.2,24,1016.8,24,1015.6,24,10.9,6,7.9,24,16.1,21.4,32.0,25.7,0.00I,999.9,0
10010,99999,20201215,24.8,24,20.6,24,1016.4,24,1015.2,24,14.0,6,8.9,24,12.8,20.8,28.8,22.8,0.00E,999.9,1000
10010,99999,20201216,30.4,24,26.9,24,1018.1,24,1016.9,24,11.4,6,12.3,24,20.0,26.2,31.8,22.8,0.02G,999.9,1000
10010,99999,20201217,31.2,24,26.9,24,1013.2,24,1012.0,24,12.4,6,11.6,24,23.7,32.1,33.8,28.9,0.01G,999.9,0
10010,99999,20201218,30.6,24,25.9,24,1007.2,24,1006.0,24,8.0,6,19.8,24,29.7,41.2,35.6,27.9,0.00G,999.9,1000
10010,99999,20201219,35.3,24,27.9,24,999.9,24,998.7,24,9.1,6,26.6,24,34.6,56.1,38.1,30.2,0.00G,999.9,11000
10010,99999,20201220,31.8,23,26.3,23,996.6,23,995.4,23,5.4,6,29.3,23,37.1,61.0,36.5,26.2,0.01G,999.9,11000
10010,99999,20201221,28.1,24,26.4,24,996.9,24,995.7,24,0.2,6,31.6,24,38.5,54.4,29.8*,25.7,0.18G,999.9,1000
